employmentid,accessemployment,employmentstatus,employmentstartdate,employmentretention,jobtrainingenrolled,jobtrainingcompleted
14041,Yes,Employed Part Time,2017-05-01 00:00:00,Yes,No,No
14042,Yes,Employed Full Time,2017-05-10 00:00:00,Yes,No,No
14043,Yes,Employed Part Time,2017-04-03 00:00:00,Yes,No,No
14044,Yes,Not employed,,No,Yes,Yes
14045,Yes,Not employed,,No,No,No
14046,Yes,Not employed,,No,No,No
14047,Yes,Not employed,,No,No,No
14048,Yes,Not employed,,No,No,No
14049,Yes,Employed Part Time,2017-03-06 00:00:00,Yes,No,No
14050,Yes,Not employed,,No,No,No
14051,Yes,Not employed,,No,No,No
14052,Yes,Not employed,,No,No,No
14053,Yes,Not employed,,No,No,No
14054,Yes,Employed Full Time,2016-06-01 00:00:00,Yes,No,No
14055,Yes,Employed Full Time,2013-03-04 00:00:00,Yes,No,No
14056,Yes,Employed Full Time,2015-11-30 00:00:00,Yes,No,No
14057,Yes,Not employed,,No,No,No
14058,Yes,Not employed,,No,No,No
14059,Yes,Employed Part Time,,No,No,No
14060,Yes,Employed Part Time,2017-04-01 00:00:00,Yes,No,No
14061,Yes,Not employed,,No,No,No
14062,Yes,Not employed,,No,No,No
14063,Yes,Not employed,,No,No,No
14064,Yes,Not employed,,No,No,No
14065,Yes,Not employed,,No,No,No
14066,Yes,Not employed,,No,No,No
14067,Yes,Employed Full Time,2016-11-23 00:00:00,Yes,No,No
14068,Yes,Not employed,,No,No,No
14069,Yes,Not employed,,No,No,No
14070,Yes,Not employed,,No,No,No
14071,Yes,Not employed,,No,No,No
14072,Yes,Not employed,,No,No,No
14073,Yes,Employed Part Time,,No,No,No
14074,Yes,Employed Part Time,2016-10-24 00:00:00,Yes,No,No
14075,Yes,Employed Full Time,2017-05-15 00:00:00,Yes,No,No
14076,Yes,Not employed,,No,No,No
14077,Yes,Not employed,,No,No,No
14078,Yes,Not employed,,No,No,No
14079,Yes,Employed Full Time,2008-08-01 00:00:00,Yes,No,No
14080,Yes,Not employed,,No,No,No
14081,Yes,Not employed,,No,No,No
14082,Yes,,,No,No,No
14083,Yes,,,No,No,No
14084,Yes,Employed Full Time,2016-07-11 00:00:00,Yes,No,No
14085,Yes,Employed Part Time,,No,No,No
14086,Yes,Employed Full Time,2017-04-21 00:00:00,Yes,No,No
14087,Yes,Employed Part Time,2017-05-24 00:00:00,Yes,No,No
14088,Yes,Not employed,,No,No,No
14089,Yes,Not employed,,No,Yes,Yes
14090,Yes,Not employed,,No,No,No
14091,Yes,Not employed,,No,No,No
14092,Yes,Not employed,,No,No,No
14093,Yes,Employed Full Time,2017-04-18 00:00:00,Yes,No,No
14094,Yes,Employed Part Time,2017-05-01 00:00:00,Yes,No,No
14095,Yes,Not employed,,No,No,No
14096,Yes,,,No,No,No
14097,Yes,Employed Full Time,2017-06-13 00:00:00,Yes,No,No
14098,Yes,Not employed,,No,No,No
14099,Yes,Employed Full Time,2014-01-01 00:00:00,Yes,No,No
14100,Yes,Not employed,,No,No,No
14101,Yes,Not employed,,No,No,No
14102,Yes,Not employed,,No,No,No
14103,Yes,Not employed,,No,No,No
14104,Yes,Not employed,,No,No,No
14105,Yes,,,No,No,No
14106,Yes,Not employed,,No,No,No
14107,Yes,Employed Part Time,2017-04-03 00:00:00,Yes,No,No
14108,Yes,Not employed,,No,No,No
14109,Yes,Employed Part Time,2016-05-26 00:00:00,Yes,No,No
14110,Yes,Employed Full Time,,No,No,No
14111,Yes,Employed Full Time,2014-06-01 00:00:00,Yes,No,No
14112,Yes,Employed Part Time,2016-11-16 00:00:00,Yes,No,No
14113,Yes,Employed Full Time,2017-04-10 00:00:00,Yes,No,No
14114,Yes,Employed Full Time,2016-11-08 00:00:00,Yes,No,No
14115,Yes,Employed Full Time,2016-05-16 00:00:00,Yes,No,No
14116,Yes,Not employed,,No,No,No
14117,Yes,Employed Full Time,2016-04-18 00:00:00,Yes,No,No
14118,Yes,Employed Full Time,2015-10-01 00:00:00,Yes,No,No
14119,Yes,Employed Part Time,2016-10-12 00:00:00,Yes,No,No
14120,Yes,Employed Full Time,2014-10-17 00:00:00,Yes,No,No
14121,Yes,Not employed,,No,No,No
14122,Yes,Not employed,,No,No,No
14123,Yes,Not employed,,No,No,No
14124,Yes,Employed Part Time,2017-05-08 00:00:00,Yes,No,No
14125,Yes,Employed Part Time,2013-08-01 00:00:00,Yes,No,No
14126,Yes,Employed Part Time,2016-11-21 00:00:00,Yes,No,No
14127,Yes,Not employed,,No,No,No
14128,Yes,Employed Full Time,2016-06-13 00:00:00,Yes,No,No
14129,Yes,Employed Full Time,2017-02-11 00:00:00,Yes,No,No
14130,Yes,Employed Full Time,2016-05-10 00:00:00,Yes,No,No
14131,Yes,Employed Full Time,2016-07-04 00:00:00,Yes,No,No
14132,Yes,Employed Full Time,2017-03-14 00:00:00,Yes,No,No
14133,Yes,Employed Full Time,2017-04-03 00:00:00,Yes,No,No
14134,Yes,Not employed,,No,No,No
14135,Yes,Not employed,,No,No,No
14136,Yes,Employed Full Time,2016-03-15 00:00:00,Yes,No,No
14137,Yes,Employed Full Time,2016-09-15 00:00:00,Yes,No,No
14138,Yes,Not employed,,No,No,No
14139,Yes,Not employed,,No,No,No
14140,Yes,Employed Part Time,2005-08-08 00:00:00,Yes,No,No
14141,Yes,Employed Full Time,2016-09-27 00:00:00,Yes,No,No
14142,Yes,Employed Part Time,2016-10-11 00:00:00,Yes,No,No
14143,Yes,Employed Full Time,2016-08-08 00:00:00,Yes,No,No
14144,Yes,Employed Full Time,2016-05-02 00:00:00,Yes,No,No
14145,Yes,Employed Part Time,2017-04-20 00:00:00,Yes,No,No
14146,Yes,Employed Full Time,2017-05-22 00:00:00,Yes,No,No
14147,Yes,Not employed,,No,No,No
14148,Yes,Employed Full Time,2017-04-03 00:00:00,Yes,No,No
14149,Yes,Not employed,,No,No,No
14150,Yes,Not employed,,No,No,No
14151,Yes,Employed Full Time,2011-08-01 00:00:00,Yes,Yes,Yes
14152,Yes,Not employed,,No,No,No
14153,Yes,Not employed,,No,No,No
14154,Yes,Not employed,,No,No,No
14155,Yes,Employed Part Time,2016-09-11 00:00:00,Yes,No,No
14156,Yes,Employed Full Time,2016-06-20 00:00:00,Yes,No,No
14157,Yes,Employed Full Time,2017-01-01 00:00:00,Yes,No,No
14158,Yes,Employed Full Time,2016-10-26 00:00:00,Yes,No,No
14159,Yes,Employed Full Time,2017-05-08 00:00:00,Yes,No,No
14160,Yes,Not employed,,No,No,No
14161,Yes,Employed Full Time,2016-03-07 00:00:00,Yes,No,No
14162,Yes,Employed Full Time,2017-02-15 00:00:00,Yes,No,No
14163,Yes,Employed Full Time,2016-03-21 00:00:00,Yes,No,No
14164,Yes,Employed Full Time,2016-07-21 00:00:00,Yes,No,No
14165,Yes,Employed Part Time,2016-09-05 00:00:00,Yes,No,No
14166,Yes,Employed Part Time,2013-08-01 00:00:00,Yes,No,No
14167,Yes,Not employed,,No,No,No
14168,Yes,Employed Part Time,2016-09-05 00:00:00,Yes,No,No
14169,Yes,Employed Full Time,2016-09-05 00:00:00,Yes,No,No
14170,Yes,Employed Full Time,2016-05-23 00:00:00,Yes,No,No
14171,Yes,Employed Full Time,2016-08-18 00:00:00,Yes,No,No
14172,Yes,Employed Part Time,2014-06-01 00:00:00,Yes,No,No
14173,Yes,Not employed,,No,No,No
14174,Yes,Not employed,,No,No,No
14175,Yes,Not employed,,No,No,No
14176,Yes,Employed Full Time,2017-05-22 00:00:00,Yes,No,No
14177,Yes,Employed Full Time,2015-11-02 00:00:00,Yes,No,No
14178,Yes,Employed Part Time,2015-07-01 00:00:00,Yes,No,No
14179,Yes,Employed Full Time,2016-07-05 00:00:00,Yes,No,No
14180,Yes,Not employed,,No,No,No
14181,Yes,Employed Full Time,2017-02-13 00:00:00,Yes,No,No
14182,Yes,Not employed,,No,No,No
14183,Yes,Employed Full Time,2015-11-02 00:00:00,Yes,No,No
14184,Yes,Not employed,,No,No,No
14185,Yes,Not employed,,No,No,No
14186,Yes,Not employed,,No,No,No
14187,Yes,Not employed,,No,No,No
14188,Yes,Employed Full Time,2016-07-11 00:00:00,Yes,No,No
14189,Yes,Employed Full Time,2016-08-26 00:00:00,Yes,No,No
14190,Yes,Employed Full Time,2017-03-22 00:00:00,Yes,No,No
14191,Yes,Not employed,,No,No,No
14192,Yes,Employed Full Time,2016-08-25 00:00:00,Yes,No,No
14193,Yes,Employed Full Time,2016-08-06 00:00:00,Yes,No,No
14194,Yes,Not employed,,No,No,No
14195,Yes,Employed Full Time,2017-01-01 00:00:00,Yes,No,No
14196,Yes,Not employed,,No,No,No
14197,Yes,Employed Part Time,2016-08-25 00:00:00,Yes,No,No
14198,Yes,Employed Full Time,2001-09-03 00:00:00,Yes,No,No
14199,Yes,Not employed,,No,No,No
14200,Yes,Employed Full Time,2017-04-03 00:00:00,Yes,No,No
14201,Yes,Employed Full Time,2011-09-02 00:00:00,Yes,No,No
14202,Yes,Employed Full Time,2017-03-15 00:00:00,Yes,No,No
14203,Yes,Employed Full Time,2016-12-12 00:00:00,Yes,No,No
14204,Yes,Employed Full Time,2016-06-20 00:00:00,Yes,Yes,Yes
14205,Yes,Employed Full Time,2016-06-21 00:00:00,Yes,No,No
14206,Yes,Not employed,,No,Yes,Yes
14207,Yes,Not employed,,No,No,No
14208,Yes,Employed Full Time,2016-05-31 00:00:00,Yes,No,No
14209,Yes,Employed Full Time,2016-09-19 00:00:00,Yes,No,No
14210,Yes,Employed Full Time,2016-02-06 00:00:00,Yes,No,No
14211,Yes,Employed Full Time,2016-09-19 00:00:00,Yes,No,No
14212,Yes,Not employed,,No,No,No
14213,Yes,Employed Full Time,2016-08-25 00:00:00,Yes,No,No
14214,Yes,Employed Part Time,2017-03-22 00:00:00,Yes,No,No
14215,Yes,Not employed,,No,No,No
14216,Yes,Employed Full Time,2017-04-10 00:00:00,Yes,No,No
14217,Yes,Employed Full Time,2017-01-30 00:00:00,Yes,No,No
14218,Yes,Employed Part Time,2016-09-26 00:00:00,Yes,No,No
14219,Yes,Employed Full Time,2016-08-04 00:00:00,Yes,No,No
14220,Yes,Employed Full Time,2016-08-31 00:00:00,Yes,No,No
14221,Yes,Employed Full Time,2017-02-28 00:00:00,Yes,No,No
14222,Yes,Employed Full Time,2017-04-07 00:00:00,Yes,No,No
14223,Yes,Employed Part Time,2016-07-24 00:00:00,Yes,No,No
14224,Yes,Employed Full Time,2017-02-21 00:00:00,Yes,No,No
14225,Yes,Employed Part Time,2016-08-01 00:00:00,Yes,No,No
14226,Yes,Not employed,,No,No,No
14227,Yes,Employed Full Time,2016-09-07 00:00:00,Yes,No,No
14228,Yes,Employed Full Time,2006-05-15 00:00:00,Yes,No,No
14229,Yes,Employed Part Time,2017-03-03 00:00:00,Yes,No,No
14230,Yes,Employed Part Time,2012-01-05 00:00:00,Yes,No,No
14231,Yes,Not employed,,No,No,No
14232,Yes,Not employed,,No,No,No
14233,Yes,Employed Full Time,2015-05-26 00:00:00,Yes,No,No
14234,Yes,Not employed,,No,No,No
14235,Yes,Employed Full Time,2017-06-01 00:00:00,Yes,No,No
14236,Yes,Employed Full Time,2016-10-10 00:00:00,Yes,No,No
14237,Yes,Employed Part Time,2015-08-01 00:00:00,Yes,No,No
14238,Yes,Employed Full Time,2016-04-28 00:00:00,Yes,No,No
14239,Yes,Employed Part Time,1999-10-01 00:00:00,No,No,No
14240,Yes,Employed Full Time,2017-05-16 00:00:00,Yes,No,No
14241,Yes,Employed Part Time,2016-09-26 00:00:00,Yes,No,No
14242,Yes,Employed Part Time,2016-11-22 00:00:00,Yes,No,No
14243,Yes,Not employed,,No,No,No
14244,Yes,Not employed,,No,No,No
14245,Yes,Employed Part Time,2015-09-18 00:00:00,Yes,No,No
14246,Yes,Not employed,,No,No,No
14247,Yes,Employed Full Time,2016-10-06 00:00:00,Yes,No,No
14248,Yes,Employed Full Time,2017-05-03 00:00:00,Yes,No,No
14249,Yes,Not employed,,No,No,No
14250,Yes,Not employed,,No,No,No
14251,Yes,Employed Full Time,2016-10-11 00:00:00,Yes,No,No
14252,Yes,Not employed,,No,No,No
14253,Yes,,,No,No,No
14254,Yes,Employed Full Time,2016-06-01 00:00:00,Yes,No,No
14255,Yes,Employed Part Time,2016-12-01 00:00:00,Yes,No,No
14256,Yes,Not employed,,No,No,No
14257,Yes,Employed Full Time,2017-02-20 00:00:00,Yes,No,No
14258,Yes,Employed Full Time,2017-04-01 00:00:00,Yes,No,No
14259,Yes,,,No,No,No
14260,Yes,Employed Full Time,2016-10-17 00:00:00,Yes,No,No
14261,Yes,Employed Part Time,2017-03-13 00:00:00,Yes,No,No
14262,Yes,Employed Full Time,2017-03-29 00:00:00,Yes,No,No
14263,Yes,Not employed,,No,Yes,Yes
14264,Yes,Not employed,,No,No,No
14265,Yes,Employed Full Time,2016-03-31 00:00:00,Yes,No,No
14266,Yes,Employed Full Time,2017-03-15 00:00:00,Yes,No,No
14267,Yes,Employed Full Time,2017-03-13 00:00:00,Yes,No,No
14268,Yes,Employed Part Time,2017-01-13 00:00:00,Yes,No,No
14269,Yes,Not employed,,No,No,No
14270,Yes,Not employed,,No,Yes,Yes
14271,Yes,Employed Full Time,2017-04-27 00:00:00,Yes,No,No
14272,Yes,Employed Part Time,,No,No,No
14273,Yes,Not employed,,No,No,No
14274,Yes,Employed Part Time,2017-06-05 00:00:00,Yes,No,No
14275,Yes,Employed Full Time,2014-12-06 00:00:00,Yes,No,No
14276,Yes,Employed Part Time,2017-05-25 00:00:00,Yes,No,No
14277,Yes,Employed Full Time,2017-03-07 00:00:00,Yes,No,No
14278,Yes,Employed Full Time,2017-01-23 00:00:00,Yes,No,No
14279,Yes,Not employed,,No,No,No
14280,Yes,Employed Full Time,2017-02-23 00:00:00,Yes,Yes,Yes
14281,Yes,Not employed,,No,No,No
14282,Yes,Employed Part Time,2017-02-07 00:00:00,Yes,No,No
14283,Yes,Not employed,,No,No,No
14284,Yes,Not employed,,No,No,No
14285,Yes,Employed Full Time,2017-03-07 00:00:00,Yes,No,No
14286,Yes,Employed Part Time,2017-05-31 00:00:00,Yes,No,No
14287,Yes,Employed Part Time,2016-11-15 00:00:00,Yes,No,No
14288,Yes,Employed Full Time,2017-02-21 00:00:00,Yes,No,No
14289,Yes,Not employed,,No,No,No
14290,Yes,Not employed,,No,No,No
14291,Yes,Not employed,,No,No,No
14292,Yes,Not employed,,No,No,No
14293,Yes,Not employed,,No,No,No
14294,Yes,Employed Full Time,2016-11-14 00:00:00,Yes,No,No
14295,Yes,Employed Full Time,2014-08-01 00:00:00,Yes,No,No
14296,Yes,Not employed,,No,No,No
14297,Yes,Not employed,,No,No,No
14298,Yes,Employed Full Time,2017-02-20 00:00:00,Yes,No,No
14299,Yes,Not employed,,No,No,No
14300,Yes,Not employed,,No,No,No
14301,Yes,Employed Full Time,2016-02-22 00:00:00,Yes,No,No
14302,Yes,Employed Part Time,2014-08-01 00:00:00,Yes,No,No
14303,Yes,Employed Part Time,2015-02-01 00:00:00,Yes,No,No
14304,Yes,Employed Part Time,2016-02-09 00:00:00,Yes,No,No
14305,Yes,Employed Full Time,2012-01-02 00:00:00,Yes,No,No
14306,Yes,Not employed,,No,No,No
14307,Yes,Not employed,,No,No,No
14308,Yes,Employed Part Time,2017-03-05 00:00:00,Yes,No,No
14309,Yes,Not employed,,No,No,No
14310,Yes,Not employed,,No,No,No
14311,Yes,Employed Full Time,2007-07-21 00:00:00,Yes,No,No
14312,Yes,Employed Full Time,2012-10-12 00:00:00,Yes,No,No
14313,Yes,Not employed,,No,No,No
14314,Yes,Employed Part Time,2012-01-01 00:00:00,Yes,No,No
14315,Yes,Employed Part Time,2017-03-10 00:00:00,Yes,No,No
14316,Yes,Not employed,,No,No,No
14317,Yes,Not employed,,No,No,No
14318,Yes,Employed Full Time,2015-09-01 00:00:00,Yes,No,No
14319,Yes,Employed Full Time,2017-01-01 00:00:00,Yes,No,No
14320,Yes,Not employed,,No,No,No
14321,Yes,Employed Full Time,2017-04-12 00:00:00,Yes,No,No
14322,Yes,Not employed,,No,No,No
14323,Yes,Employed Part Time,2016-12-06 00:00:00,Yes,No,No
14324,Yes,Employed Full Time,2017-02-01 00:00:00,Yes,No,No
14325,Yes,Employed Full Time,2015-11-30 00:00:00,Yes,No,No
14326,Yes,Not employed,,No,No,No
14327,Yes,Employed Part Time,2016-01-21 00:00:00,Yes,No,No
14328,Yes,Employed Part Time,2009-01-01 00:00:00,Yes,No,No
14329,Yes,Employed Full Time,2016-09-12 00:00:00,Yes,No,No
14330,Yes,Employed Full Time,2016-03-04 00:00:00,Yes,No,No
14331,Yes,Employed Full Time,2017-04-10 00:00:00,Yes,No,No
14332,Yes,Employed Full Time,2010-01-01 00:00:00,Yes,No,No
14333,Yes,Employed Full Time,2008-05-26 00:00:00,Yes,No,No
14334,Yes,Employed Full Time,2017-01-01 00:00:00,Yes,No,No
14335,Yes,Employed Full Time,2001-08-01 00:00:00,Yes,No,No
14336,Yes,Employed Full Time,2015-04-01 00:00:00,Yes,No,No
14337,Yes,Employed Full Time,2016-10-18 00:00:00,Yes,No,No
14338,Yes,Employed Full Time,2014-02-11 00:00:00,Yes,No,No
14339,Yes,Employed Part Time,2013-11-04 00:00:00,Yes,No,No
14340,Yes,Employed Part Time,2017-04-03 00:00:00,Yes,No,No
14341,Yes,Not employed,,No,Yes,Yes
14342,Yes,Employed Part Time,2015-03-01 00:00:00,Yes,No,No
14343,Yes,Employed Part Time,2011-02-01 00:00:00,Yes,No,No
14344,Yes,Employed Full Time,2015-06-01 00:00:00,Yes,Yes,No
14345,Yes,Employed Part Time,2016-10-12 00:00:00,Yes,No,No
14346,Yes,Employed Full Time,2016-02-10 00:00:00,Yes,No,No
14347,Yes,Employed Full Time,2016-01-07 00:00:00,Yes,No,No
14348,Yes,Employed Full Time,2016-03-01 00:00:00,Yes,No,No
14349,Yes,Employed Full Time,2016-03-13 00:00:00,Yes,No,No
14350,Yes,Employed Full Time,2016-06-03 00:00:00,Yes,No,No
14351,Yes,Employed Full Time,2016-05-13 00:00:00,Yes,No,No
14352,Yes,Employed Full Time,2008-08-24 00:00:00,Yes,No,No
14353,Yes,Employed Part Time,2016-02-22 00:00:00,Yes,No,No
14354,Yes,Employed Part Time,2016-03-05 00:00:00,Yes,No,No
14355,Yes,Employed Full Time,2016-10-15 00:00:00,Yes,No,No
14356,Yes,Employed Full Time,2016-04-01 00:00:00,Yes,No,No
14357,Yes,Not employed,,No,No,No
14358,Yes,Employed Full Time,2016-04-01 00:00:00,Yes,No,No
14359,Yes,Employed Full Time,2015-03-10 00:00:00,Yes,Yes,Yes
14360,Yes,Employed Full Time,2016-05-13 00:00:00,Yes,No,No
14361,Yes,Employed Full Time,2016-07-01 00:00:00,Yes,No,No
14362,Yes,Employed Full Time,2016-09-24 00:00:00,Yes,No,No
14363,Yes,Employed Full Time,2017-04-10 00:00:00,Yes,No,No
14364,Yes,Employed Full Time,2016-09-01 00:00:00,Yes,No,No
14365,Yes,Employed Full Time,2017-03-17 00:00:00,Yes,Yes,Yes
14366,Yes,Employed Full Time,2017-05-12 00:00:00,Yes,No,No
14367,Yes,Employed Full Time,2016-11-01 00:00:00,Yes,No,No
14368,Yes,Employed Full Time,2016-08-01 00:00:00,Yes,No,No
14369,Yes,Employed Part Time,2016-09-01 00:00:00,Yes,No,No
14370,Yes,Employed Full Time,2016-12-19 00:00:00,Yes,No,No
14371,Yes,Employed Part Time,2017-04-15 00:00:00,Yes,Yes,Yes
14372,Yes,Not employed,,No,No,No
14373,Yes,Not employed,,No,No,No
14374,Yes,Employed Part Time,2016-06-01 00:00:00,Yes,No,No
14375,Yes,Employed Full Time,2016-12-01 00:00:00,Yes,Yes,Yes
14376,Yes,Employed Full Time,2016-08-16 00:00:00,Yes,Yes,Yes
14377,Yes,Not employed,,No,No,No
14378,Yes,Employed Part Time,2017-02-28 00:00:00,Yes,No,No
14379,Yes,Employed Full Time,2017-04-12 00:00:00,Yes,No,No
14380,Yes,Employed Full Time,2016-12-01 00:00:00,Yes,No,No
14381,Yes,Employed Part Time,2016-12-10 00:00:00,Yes,No,No
14382,Yes,Employed Part Time,2016-07-01 00:00:00,Yes,No,No
14383,Yes,Employed Full Time,2017-04-19 00:00:00,Yes,No,No
14384,Yes,Employed Part Time,2015-12-20 00:00:00,Yes,No,No
14385,Yes,Employed Full Time,2017-05-01 00:00:00,Yes,No,No
14386,Yes,Employed Part Time,2017-01-16 00:00:00,Yes,No,No
14387,Yes,Not employed,,No,No,No
14388,Yes,Employed Full Time,2017-05-12 00:00:00,Yes,No,No
14389,Yes,Employed Full Time,2017-05-15 00:00:00,Yes,No,No
14390,Yes,Employed Part Time,2017-05-19 00:00:00,Yes,No,No
14391,Yes,Employed Full Time,2015-07-22 00:00:00,Yes,No,No
14392,No,Employed Part Time,2014-08-05 00:00:00,Yes,No,No
14393,No,Employed Full Time,2016-09-07 00:00:00,Yes,No,No
14394,No,Employed Full Time,2017-06-26 00:00:00,Yes,No,No
14395,No,Employed Part Time,2017-03-21 00:00:00,Yes,No,No
14396,Yes,Employed Full Time,2016-12-20 00:00:00,Yes,No,No
14397,No,Employed Full Time,2016-02-09 00:00:00,,No,No
14398,Yes,Employed Part Time,2016-01-25 00:00:00,,Yes,Yes
14399,Yes,Employed Full Time,2016-03-01 00:00:00,,Yes,Yes
14400,No,Employed Full Time,2016-02-09 00:00:00,,No,No
14401,Yes,Employed Full Time,2015-12-23 00:00:00,,Yes,Yes
14402,No,Employed Full Time,2014-05-16 00:00:00,,Yes,No
14403,No,Employed Full Time,2016-07-02 00:00:00,,No,No
14404,Yes,Employed Full Time,2016-08-03 00:00:00,,No,No
14405,Yes,Employed Part Time,2016-10-22 00:00:00,,No,No
14406,Yes,Employed Part Time,2016-10-26 00:00:00,,No,No
14407,Yes,Employed Full Time,2017-05-01 00:00:00,,No,No
14408,No,Employed Full Time,2016-08-29 00:00:00,,No,No
14409,Yes,Employed Full Time,2016-11-28 00:00:00,,Yes,Yes
14410,Yes,Employed Full Time,2016-12-06 00:00:00,,Yes,Yes
14411,Yes,Employed Full Time,2016-12-20 00:00:00,,No,No
14412,Yes,Employed Full Time,2016-12-19 00:00:00,,No,No
14413,No,Employed Full Time,2009-01-23 00:00:00,,No,No
14414,Yes,Employed Full Time,2017-02-13 00:00:00,,Yes,Yes
14415,No,Not employed,,,No,No
14416,Yes,Employed Full Time,2017-07-26 00:00:00,,No,No
14417,No,Employed Full Time,2017-03-03 00:00:00,,No,No
14418,Yes,Employed Full Time,2017-07-18 00:00:00,,No,No
14419,Yes,Not employed,,,No,No
14420,Yes,Employed Full Time,2017-06-20 00:00:00,,No,No
14421,Yes,Employed Full Time,2017-06-01 00:00:00,,No,No
14422,No,Not employed,,,Yes,Yes
14423,No,Not employed,,,No,No
14424,Yes,Employed Full Time,2017-06-13 00:00:00,,No,No
14425,Yes,Employed Full Time,2017-09-27 00:00:00,,No,No
14426,Yes,Employed Part Time,2015-08-04 00:00:00,,No,No
14427,Yes,Employed Full Time,2017-07-05 00:00:00,,No,No
14428,Yes,Employed Full Time,2015-10-15 00:00:00,,No,No
14429,No,Not employed,,,No,No
14430,Yes,Employed Full Time,2017-07-31 00:00:00,,No,No
14431,No,Not employed,,,No,No
14432,No,Not employed,,,No,No
14433,Yes,Employed Full Time,2011-06-15 00:00:00,,No,No
14434,Yes,Not employed,,,No,No
14435,Yes,Employed Full Time,2015-07-15 00:00:00,,No,No
14436,Yes,Not employed,,,No,No
14437,Yes,Not employed,,,No,No
14438,Yes,Employed Full Time,2017-07-24 00:00:00,,No,No
14439,Yes,Employed Part Time,2017-06-30 00:00:00,,No,No
14440,Yes,Not employed,,,No,No
14441,Yes,Not employed,,,No,No
14442,Yes,Not employed,,,No,No
14443,Yes,Not employed,,,No,No
14444,Yes,Employed Full Time,2017-09-14 00:00:00,,No,No
14445,Yes,Not employed,,,No,No
14446,No,Not employed,,,Yes,Yes
14447,Yes,Employed Full Time,2017-07-26 00:00:00,,No,No
14448,Yes,Not employed,,,Yes,No
14449,Yes,Employed Part Time,2017-09-05 00:00:00,,No,No
14450,Yes,Not employed,,,No,No
14451,No,Not employed,,,No,No
14452,Yes,Not employed,,,No,No
14453,No,Employed Part Time,2017-02-15 00:00:00,,Yes,No
14454,No,Not employed,,,Yes,No
14455,No,Employed Full Time,2017-01-18 00:00:00,,Yes,No
14456,No,Not employed,,,Yes,No
14457,Yes,Not employed,,,Yes,Yes
14458,Yes,Not employed,,,No,No
14459,Yes,Not employed,,,No,No
14460,Yes,Not employed,,,No,No
14461,No,Not employed,,,No,No
14462,Yes,Employed Full Time,2017-08-11 00:00:00,,No,No
14463,Yes,Employed Full Time,2017-08-07 00:00:00,,No,No
14464,Yes,Not employed,,,Yes,No
14465,Yes,Not employed,,,Yes,No
14466,No,Not employed,,,No,No
14467,Yes,Not employed,,,No,No
14468,Yes,Not employed,,,Yes,Yes
14469,Yes,Not employed,,,No,No
14470,Yes,Not employed,,,Yes,No
14471,Yes,Not employed,,,Yes,No
14472,No,Employed Full Time,2016-03-16 00:00:00,,No,No
14473,Yes,Not employed,,,No,No
14474,Yes,Employed Part Time,2017-10-01 00:00:00,,Yes,No
14475,No,Not employed,,,No,No
14476,Yes,Not employed,,,Yes,No
14477,Yes,Not employed,,,Yes,No
