empid_varchar,emp_varchar,empid_varchar,emp_emp,empid_varchar,emp_excel,recordid,clientid
13646,Employed Full Time,13646,Employed Full Time,13646,Employed Full Time,13646,1833101
13647,Not employed,13647,Not employed,13647,Not employed,13647,1833132
13648,Employed Full Time,13648,Employed Full Time,13648,Employed Full Time,13648,1833258
13649,Employed Part Time,13649,Employed Part Time,13649,Employed Part Time,13649,1833325
13650,Not employed,13650,Not employed,13650,Not employed,13650,1833335
13651,Not employed,13651,Not employed,13651,Not employed,13651,1833389
13652,Employed Full Time,13652,Employed Full Time,13652,Employed Full Time,13652,1833396
13653,Employed Full Time,13653,Employed Full Time,13653,Employed Full Time,13653,1833402
13654,Employed Full Time,13654,Employed Full Time,13654,Employed Full Time,13654,1833461
13655,Employed Full Time,13655,Employed Full Time,13655,Employed Full Time,13655,1833507
13656,Employed Full Time,13656,Employed Full Time,13656,Employed Full Time,13656,1833511
13657,Employed Full Time,13657,Employed Full Time,13657,Employed Full Time,13657,1833527
13658,Employed Part Time,13658,Employed Part Time,13658,Employed Part Time,13658,1833531
13659,Employed Full Time,13659,Employed Full Time,13659,Employed Full Time,13659,1833539
13660,Employed Full Time,13660,Employed Full Time,13660,Employed Full Time,13660,1833570
13661,Employed Full Time,13661,Employed Full Time,13661,Employed Full Time,13661,1833615
13662,Employed Part Time,13662,Employed Part Time,13662,Employed Part Time,13662,1833623
13663,Not employed,13663,Not employed,13663,Not employed,13663,1833642
13664,Employed Part Time,13664,Employed Part Time,13664,Employed Part Time,13664,1833650
13665,Not employed,13665,Not employed,13665,Not employed,13665,1833658
13666,Not employed,13666,Not employed,13666,Not employed,13666,1833686
13667,Employed Full Time,13667,Employed Full Time,13667,Employed Full Time,13667,1833690
13668,Employed Full Time,13668,Employed Full Time,13668,Employed Full Time,13668,1833741
13669,Employed Part Time,13669,Employed Part Time,13669,Employed Part Time,13669,1833746
13670,Employed Full Time,13670,Employed Full Time,13670,Employed Full Time,13670,1833784
13671,Employed Full Time,13671,Employed Full Time,13671,Employed Full Time,13671,1833789
13672,Employed Full Time,13672,Employed Full Time,13672,Employed Full Time,13672,1840748
13673,Employed Full Time,13673,Employed Full Time,13673,Employed Full Time,13673,1843102
13674,Not employed,13674,Not employed,13674,Not employed,13674,1844001
13675,Employed Full Time,13675,Employed Full Time,13675,Employed Full Time,13675,1847812
13676,Employed Part Time,13676,Employed Part Time,13676,Employed Part Time,13676,1848646
13677,Employed Full Time,13677,Employed Full Time,13677,Employed Full Time,13677,1849744
13678,Employed Full Time,13678,Employed Full Time,13678,Employed Full Time,13678,1849833
13679,Not employed,13679,Not employed,13679,Not employed,13679,1850263
13680,Employed Full Time,13680,Employed Full Time,13680,Employed Full Time,13680,1852075
13681,Employed Full Time,13681,Employed Full Time,13681,Employed Full Time,13681,1852098
13682,Employed Part Time,13682,Employed Part Time,13682,Employed Part Time,13682,1852101
13683,Employed Part Time,13683,Employed Part Time,13683,Employed Part Time,13683,1852141
13684,Employed Part Time,13684,Employed Part Time,13684,Employed Part Time,13684,1853095
13685,Employed Full Time,13685,Employed Full Time,13685,Employed Full Time,13685,1853770
13686,Employed Full Time,13686,Employed Full Time,13686,Employed Full Time,13686,1854198
13687,Employed Full Time,13687,Employed Full Time,13687,Employed Full Time,13687,1854199
13688,Employed Full Time,13688,Employed Full Time,13688,Employed Full Time,13688,1854480
13689,Not employed,13689,Not employed,13689,Not employed,13689,1854983
13690,Employed Part Time,13690,Employed Part Time,13690,Employed Part Time,13690,1855002
13691,Not employed,13691,Not employed,13691,Not employed,13691,1855442
13692,Employed Full Time,13692,Employed Full Time,13692,Employed Full Time,13692,1855698
13693,Employed Full Time,13693,Employed Full Time,13693,Employed Full Time,13693,1855741
13694,Not employed,13694,Not employed,13694,Not employed,13694,1856241
13695,Employed Part Time,13695,Employed Part Time,13695,Employed Part Time,13695,1856328
13696,Employed Full Time,13696,Employed Full Time,13696,Employed Full Time,13696,1856350
13697,Employed Full Time,13697,Employed Full Time,13697,Employed Full Time,13697,1856932
13698,Employed Full Time,13698,Employed Full Time,13698,Employed Full Time,13698,1856952
13699,Employed Full Time,13699,Employed Full Time,13699,Employed Full Time,13699,1856967
13700,Not employed,13700,Not employed,13700,Not employed,13700,1856981
13701,Employed Full Time,13701,Employed Full Time,13701,Employed Full Time,13701,1856990
13702,Employed Full Time,13702,Employed Full Time,13702,Employed Full Time,13702,1857085
13703,Employed Full Time,13703,Employed Full Time,13703,Employed Full Time,13703,1857103
13704,Employed Part Time,13704,Employed Part Time,13704,Employed Part Time,13704,1857164
13705,Employed Full Time,13705,Employed Full Time,13705,Employed Full Time,13705,1857186
13706,Employed Part Time,13706,Employed Part Time,13706,Employed Part Time,13706,1857327
13707,Employed Full Time,13707,Employed Full Time,13707,Employed Full Time,13707,1857373
13708,Employed Part Time,13708,Employed Part Time,13708,Employed Part Time,13708,1857384
13709,Employed Full Time,13709,Employed Full Time,13709,Employed Full Time,13709,1857397
13710,Employed Full Time,13710,Employed Full Time,13710,Employed Full Time,13710,1857409
13711,Employed Part Time,13711,Employed Part Time,13711,Employed Part Time,13711,1857450
13712,Employed Part Time,13712,Employed Part Time,13712,Employed Part Time,13712,1857464
13713,Employed Full Time,13713,Employed Full Time,13713,Employed Full Time,13713,1857476
13714,Employed Part Time,13714,Employed Part Time,13714,Employed Part Time,13714,1863257
13715,Employed Full Time,13715,Employed Full Time,13715,Employed Full Time,13715,1863674
13716,Not employed,13716,Not employed,13716,Not employed,13716,1865417
13717,Employed Full Time,13717,Employed Full Time,13717,Employed Full Time,13717,1865856
13718,Employed Full Time,13718,Employed Full Time,13718,Employed Full Time,13718,1866285
13719,Employed Full Time,13719,Employed Full Time,13719,Employed Full Time,13719,1866764
13720,Employed Full Time,13720,Employed Full Time,13720,Employed Full Time,13720,1866837
13721,Employed Full Time,13721,Employed Full Time,13721,Employed Full Time,13721,1867376
13722,Employed Full Time,13722,Employed Full Time,13722,Employed Full Time,13722,1871487
13723,Not employed,13723,Not employed,13723,Not employed,13723,1871710
13724,Employed Full Time,13724,Employed Full Time,13724,Employed Full Time,13724,1911258
13725,,13725,,13725,,13725,1911918
13726,Employed Full Time,13726,Employed Full Time,13726,Employed Full Time,13726,1912672
13727,Employed Full Time,13727,Employed Full Time,13727,Employed Full Time,13727,1912680
13728,Employed Part Time,13728,Employed Part Time,13728,Employed Part Time,13728,1913854
13729,Employed Part Time,13729,Employed Part Time,13729,Employed Part Time,13729,1914257
13730,Employed Part Time,13730,Employed Part Time,13730,Employed Part Time,13730,1914339
13731,,13731,,13731,,13731,1918783
13732,Employed Full Time,13732,Employed Full Time,13732,Employed Full Time,13732,1918885
13733,,13733,,13733,,13733,1918900
13734,Employed Full Time,13734,Employed Full Time,13734,Employed Full Time,13734,1919401
13735,Not employed,13735,Not employed,13735,Not employed,13735,1920266
13736,Employed Part Time,13736,Employed Part Time,13736,Employed Part Time,13736,1920591
13737,Employed Full Time,13737,Employed Full Time,13737,Employed Full Time,13737,1921221
13738,Employed Full Time,13738,Employed Full Time,13738,Employed Full Time,13738,1921758
13739,Employed Full Time,13739,Employed Full Time,13739,Employed Full Time,13739,1922228
13740,Employed Full Time,13740,Employed Full Time,13740,Employed Full Time,13740,1923491
13741,Not employed,13741,Not employed,13741,Not employed,13741,1925953
13742,,13742,,13742,,13742,1928906
13743,Employed Full Time,13743,Employed Full Time,13743,Employed Full Time,13743,1928917
13744,Employed Full Time,13744,Employed Full Time,13744,Employed Full Time,13744,1929053
13745,Employed Full Time,13745,Employed Full Time,13745,Employed Full Time,13745,1929054
13746,Employed Full Time,13746,Employed Full Time,13746,Employed Full Time,13746,1929473
13747,Employed Part Time,13747,Employed Part Time,13747,Employed Part Time,13747,1929576
13748,Employed Full Time,13748,Employed Full Time,13748,Employed Full Time,13748,1929668
13749,Not employed,13749,Not employed,13749,Not employed,13749,1929937
13750,Not employed,13750,Not employed,13750,Not employed,13750,1930540
13751,Employed Part Time,13751,Employed Part Time,13751,Employed Part Time,13751,1930541
13752,Employed Full Time,13752,Employed Full Time,13752,Employed Full Time,13752,1930582
13753,Not employed,13753,Not employed,13753,Not employed,13753,1930849
13754,Employed Full Time,13754,Employed Full Time,13754,Employed Full Time,13754,1931059
13755,Employed Full Time,13755,Employed Full Time,13755,Employed Full Time,13755,1931082
13756,Employed Full Time,13756,Employed Full Time,13756,Employed Full Time,13756,1931193
13757,Employed Full Time,13757,Employed Full Time,13757,Employed Full Time,13757,1931196
13758,Employed Full Time,13758,Employed Full Time,13758,Employed Full Time,13758,1931253
13759,Employed Full Time,13759,Employed Full Time,13759,Employed Full Time,13759,1931434
13760,Not employed,13760,Not employed,13760,Not employed,13760,1931589
13761,Employed Full Time,13761,Employed Full Time,13761,Employed Full Time,13761,1931641
13762,Not employed,13762,Not employed,13762,Not employed,13762,1931886
13763,Employed Full Time,13763,Employed Full Time,13763,Employed Full Time,13763,1931924
13764,Employed Full Time,13764,Employed Full Time,13764,Employed Full Time,13764,1931929
13765,Employed Full Time,13765,Employed Full Time,13765,Employed Full Time,13765,1932151
13766,Not employed,13766,Not employed,13766,Not employed,13766,1932161
13767,Employed Part Time,13767,Employed Part Time,13767,Employed Part Time,13767,1932182
13768,Employed Full Time,13768,Employed Full Time,13768,Employed Full Time,13768,1932209
13769,Employed Full Time,13769,Employed Full Time,13769,Employed Full Time,13769,1932284
13770,Employed Part Time,13770,Employed Part Time,13770,Employed Part Time,13770,1932342
13771,Not employed,13771,Not employed,13771,Not employed,13771,1932442
13772,Not employed,13772,Not employed,13772,Not employed,13772,1932502
13773,Not employed,13773,Not employed,13773,Not employed,13773,1932721
13774,Employed Full Time,13774,Employed Full Time,13774,Employed Full Time,13774,1932723
13775,Employed Full Time,13775,Employed Full Time,13775,Employed Full Time,13775,1932740
13776,Employed Full Time,13776,Employed Full Time,13776,Employed Full Time,13776,1933003
13777,Not employed,13777,Not employed,13777,Not employed,13777,1933005
13778,Not employed,13778,Not employed,13778,Not employed,13778,1933006
13779,Employed Full Time,13779,Employed Full Time,13779,Employed Full Time,13779,1933145
13780,,13780,,13780,,13780,1933247
13781,Employed Full Time,13781,Employed Full Time,13781,Employed Full Time,13781,1933259
13782,Employed Full Time,13782,Employed Full Time,13782,Employed Full Time,13782,1933273
13783,Employed Full Time,13783,Employed Full Time,13783,Employed Full Time,13783,1933382
13784,Employed Full Time,13784,Employed Full Time,13784,Employed Full Time,13784,1933414
13785,Employed Full Time,13785,Employed Full Time,13785,Employed Full Time,13785,1933436
13786,Not employed,13786,Not employed,13786,Not employed,13786,1933531
13787,Not employed,13787,Not employed,13787,Not employed,13787,1933676
13788,Employed Full Time,13788,Employed Full Time,13788,Employed Full Time,13788,1933732
13789,Employed Full Time,13789,Employed Full Time,13789,Employed Full Time,13789,1933777
13790,Not employed,13790,Not employed,13790,Not employed,13790,1933867
13791,Employed Full Time,13791,Employed Full Time,13791,Employed Full Time,13791,1933965
13792,Not employed,13792,Not employed,13792,Not employed,13792,1934108
13793,Employed Full Time,13793,Employed Full Time,13793,Employed Full Time,13793,1934174
13794,Employed Full Time,13794,Employed Full Time,13794,Employed Full Time,13794,1934369
13795,Employed Part Time,13795,Employed Part Time,13795,Employed Part Time,13795,1934401
13796,Not employed,13796,Not employed,13796,Not employed,13796,1934553
13797,Employed Part Time,13797,Employed Part Time,13797,Employed Part Time,13797,1934558
13798,Not employed,13798,Not employed,13798,Not employed,13798,1934609
13799,Employed Part Time,13799,Employed Part Time,13799,Employed Part Time,13799,1934716
13800,Not employed,13800,Not employed,13800,Not employed,13800,1934799
13801,Not employed,13801,Not employed,13801,Not employed,13801,1934829
13802,Employed Full Time,13802,Employed Full Time,13802,Employed Full Time,13802,1935177
13803,Employed Part Time,13803,Employed Part Time,13803,Employed Part Time,13803,1935292
