AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
No,Not employed,,,No,No
No,Employed Full Time,12/5/2016,Yes,No,No
No,Employed Full Time,11/21/2016,Yes,No,No
No,Employed Full Time,12/23/2016,Yes,No,No
No,Employed Part Time,7/7/2017,Yes,No,No
No,Employed Part Time,11/17/2016,Yes,No,No
No,Employed Part Time,3/4/2017,Yes,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,9/15/2017,Yes,No,No
Yes,Employed Part Time,8/1/2016,Yes,Yes,No
Yes,Employed Full Time,9/14/2017,Yes,Yes,No
No,Employed Full Time,6/22/2017,Yes,Yes,No
No,Employed Full Time,9/1/2017,Yes,No,No
No,Employed Full Time,3/13/2017,Yes,No,No
No,Employed Full Time,3/13/2017,Yes,No,No
No,Employed Full Time,3/14/2017,Yes,No,No
Yes,Employed Part Time,10/12/2017,Yes,No,No
No,Employed Full Time,4/5/2017,Yes,No,No
Yes,Employed Full Time,10/31/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,8/23/2017,Yes,Yes,No
No,Employed Full Time,3/9/2017,Yes,No,No
No,Employed Full Time,2/2/2017,Yes,No,No
No,Not employed,,,Yes,No
Yes,Employed Full Time,4/24/2017,Yes,No,No
Yes,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,1/23/2017,Yes,Yes,No
No,Not employed,,,Yes,No
No,Not employed,,,No,No
No,Not employed,,,Yes,No
No,Employed Full Time,7/5/2016,Yes,No,No
No,Employed Full Time,5/11/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,4/19/2017,Yes,No,No
No,Employed Full Time,7/25/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,10/13/2017,No,Yes,No
Yes,Employed Full Time,11/2/2017,No,No,No
No,Employed Full Time,9/28/2017,Yes,No,No
Yes,Employed Part Time,8/15/2017,Yes,No,No
No,Employed Full Time,6/23/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/30/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,6/6/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,5/24/2017,Yes,No,No
No,Employed Full Time,6/2/2017,Yes,No,No
No,Employed Part Time,5/29/2017,Yes,No,No
Yes,Not employed,,,Yes,No
No,Employed Part Time,4/17/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,3/31/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,4/10/2017,Yes,No,No
No,Employed Part Time,6/7/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,Yes,No
No,Employed Part Time,7/10/2017,Yes,Yes,No
Yes,Employed Part Time,10/2/2017,No,No,No
No,Employed Full Time,9/1/2017,Yes,No,No
No,Employed Full Time,6/27/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,7/4/2017,Yes,No,No
No,Employed Full Time,11/6/2017,Yes,No,No
Yes,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,6/2/2017,Yes,No,No
No,Employed Full Time,10/20/2017,Yes,Yes,No
No,Employed Part Time,3/1/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/19/2017,Yes,No,No
No,Employed Full Time,9/28/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Part Time,9/25/2017,Yes,No,No
No,Not employed,,,No,No
No,Employed Full Time,9/22/2017,Yes,No,No
No,Employed Full Time,9/27/2017,Yes,No,No
No,Employed Part Time,7/24/2017,Yes,No,No
No,Employed Full Time,12/15/2017,No,No,No
No,Employed Full Time,6/1/2017,Yes,No,No
Yes,Not employed,,,No,No
No,Employed Full Time,9/29/2017,Yes,No,No
No,Not employed,,,No,No
No,Not employed,,,No,No
Yes,Employed Part Time,7/17/2017,Yes,No,No
Yes,Employed Full Time,10/1/2017,No,No,No
Yes,Not employed,,,No,No
Yes,Employed Full Time,9/12/2017,Yes,Yes,No
Yes,Employed Full Time,10/16/2017,No,No,No
Yes,Not employed,,,No,No
No,Employed Part Time,9/15/2017,Yes,Yes,No
No,Not employed,,,No,No
No,Not employed,,,Yes,No
No,Employed Full Time,9/8/2017,Yes,Yes,No
No,Not employed,,,No,No
Yes,Employed Full Time,10/23/2017,No,Yes,No
Yes,Employed Full Time,11/17/2017,Yes,Yes,Yes
Yes,Employed Full Time,12/1/2017,No,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,11/17/2017,No,Yes,Yes
No,Employed Full Time,11/8/2017,No,Yes,Yes
Yes,Not employed,,,Yes,No
Yes,Employed Part Time,10/23/2017,No,Yes,Yes
No,Not employed,,,Yes,Yes
Yes,Employed Full Time,11/6/2017,No,No,No
Yes,Employed Part Time,9/12/2017,Yes,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,12/1/2017,No,No,No
Yes,Not employed,,,Yes,Yes
No,Not employed,,,Yes,Yes
Yes,Employed Full Time,10/30/2017,No,No,No
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,11/1/2017,No,Yes,Yes
Yes,Employed Full Time,8/21/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,10/1/2015,,,
,Employed Part Time,6/16/2016,,,
,Employed Full Time,9/1/2015,,,
,Employed Full Time,2/1/2011,,,
Yes,Employed Full Time,12/6/2017,,,
Yes,Employed Full Time,1/1/2016,,,
Yes,Employed Part Time,1/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,11/25/2013,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,1/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,5/22/2015,,,
,Not employed,,,,
Yes,Employed Full Time,5/31/2017,,,
,Not employed,,,,
Yes,Employed Full Time,11/13/2015,,,
,Employed Full Time,8/3/2016,,,
,Not employed,,,,
Yes,Employed Part Time,1/1/2012,,,
Yes,Not employed,,,,
,Employed Full Time,11/17/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
,Employed Part Time,4/27/2017,,,
,Not employed,,,,
Yes,Employed Part Time,10/23/2017,,,
Yes,Employed Part Time,8/15/2017,,,
,Not employed,,,,
Yes,Employed Full Time,2/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,6/1/2017,,,
Yes,Employed Part Time,11/1/2016,,,
Yes,Employed Full Time,12/19/2017,,,
,Employed Full Time,1/14/2014,,,
Yes,Not employed,,,,
Yes,Employed Part Time,1/1/2017,,,
Yes,Employed Part Time,10/1/2016,,,
Yes,Not employed,,,,
,Employed Full Time,8/21/2017,,,
Yes,Employed Full Time,8/1/2008,,,
Yes,Employed Full Time,10/25/2017,,,
Yes,Not employed,,,,
Yes,Employed Part Time,6/1/2017,,,
,Employed Part Time,5/15/2017,,,
Yes,Not employed,,,,
,Employed Full Time,1/8/2018,,,
Yes,Employed Full Time,7/19/2017,,,
Yes,Employed Part Time,7/11/2017,,,
Yes,Employed Part Time,6/12/2017,,,
Yes,Employed Part Time,6/12/2017,,,
Yes,Not employed,,,,
Yes,Employed Part Time,11/20/2017,,,
,Employed Full Time,9/1/2017,,,
Yes,Employed Full Time,9/13/2017,,,
Yes,Employed Part Time,12/19/2017,,,
,Employed Part Time,8/14/2017,,,
Yes,Employed Full Time,4/13/2013,,,
Yes,Not employed,,,,
,Employed Full Time,1/1/2015,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
,Employed Full Time,11/15/2016,,,
,Not employed,,,,
,Employed Full Time,9/26/2017,,,
Yes,Employed Part Time,1/1/2017,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Employed Part Time,5/1/2017,,,
Yes,Employed Part Time,10/2/2017,,,
Yes,Not employed,,,,
,Employed Full Time,10/17/2017,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,12/26/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,2/1/2013,,,
Yes,Employed Full Time,12/4/2017,,,
Yes,Employed Part Time,8/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,5/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Employed Full Time,11/1/2017,,,
Yes,Employed Full Time,10/11/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,11/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/24/2017,,,
Yes,Employed Full Time,11/1/2017,,,
Yes,Not employed,,,,
Yes,Employed Part Time,6/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,1/1/2016,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/1/2017,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/2/2017,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,1/1/2005,,,
Yes,Not employed,,,,
Yes,Employed Full Time,1/8/2018,,,
Yes,Employed Part Time,8/1/2017,,,
Yes,Employed Full Time,10/1/2017,,,
Yes,Not employed,,,,
Yes,Employed Part Time,10/16/2017,,,
Yes,Employed Part Time,8/21/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,9/15/2016,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,7/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,9/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,6/1/2014,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,1/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,1/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,12/18/2017,,,
Yes,Employed Full Time,1/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/1/2013,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,11/30/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,1/1/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
No,Employed Part Time,1/30/2014,Yes,No,No
No,Employed Full Time,8/31/2015,Yes,No,No
No,Employed Full Time,3/4/2010,Yes,No,No
No,Employed Full Time,2/15/2016,Yes,No,No
No,Employed Full Time,9/4/2010,Yes,No,No
No,Not employed,,No,Yes,Yes
No,Employed Full Time,8/30/2017,Yes,Yes,No
No,Not employed,,No,No,No
Yes,Employed Part Time,1/3/2018,No,No,No
No,Employed Part Time,3/5/2014,Yes,No,No
Yes,Employed Full Time,10/2/2017,Yes,No,No
No,Employed Full Time,4/12/2017,Yes,Yes,Yes
Yes,Employed Full Time,7/28/2017,Yes,No,No
No,Employed Full Time,2/22/2016,Yes,No,No
No,Employed Part Time,2/9/2017,Yes,No,No
Yes,Employed Full Time,5/31/2016,Yes,No,No
No,Employed Full Time,1/2/2018,Yes,No,No
No,Employed Full Time,10/1/2016,Yes,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Full Time,10/2/2017,Yes,No,No
No,Not employed,,No,No,No
No,Employed Full Time,1/9/2011,Yes,No,No
Yes,Not employed,,No,No,No
No,Employed Full Time,10/25/2016,Yes,No,No
Yes,Employed Full Time,7/26/2017,Yes,No,No
No,Employed Full Time,6/1/2014,Yes,No,No
No,Employed Full Time,10/15/2016,Yes,No,No
Yes,Employed Part Time,2/1/2017,Yes,No,No
No,Employed Full Time,8/22/2017,Yes,No,No
No,Employed Full Time,2/1/2011,Yes,No,No
No,Not employed,,No,No,No
No,Not employed,,No,No,No
No,Employed Full Time,1/12/2004,Yes,No,No
No,Employed Part Time,2/28/2017,Yes,No,No
No,Employed Part Time,5/10/2016,Yes,No,No
No,Employed Full Time,3/6/2017,Yes,Yes,No
Yes,Employed Full Time,10/3/2016,Yes,No,No
Yes,Employed Full Time,4/5/2015,Yes,No,No
Yes,Employed Full Time,2/1/2015,Yes,Yes,Yes
No,Employed Full Time,7/1/2017,Yes,No,No
No,Employed Part Time,11/1/2015,Yes,No,No
No,Not employed,,No,Yes,No
No,Employed Full Time,5/16/2017,Yes,No,No
No,Employed Full Time,8/7/2017,Yes,Yes,Yes
No,Employed Full Time,10/10/2013,Yes,No,No
No,Employed Full Time,2/25/2005,Yes,No,No
No,Employed Full Time,8/26/2016,Yes,No,No
No,Employed Full Time,6/10/2016,Yes,No,No
No,Employed Full Time,9/16/2002,Yes,No,No
No,Not employed,,No,No,No
Yes,Employed Full Time,1/2/2018,Yes,No,No
Yes,Employed Full Time,10/23/2017,Yes,No,No
No,Employed Full Time,10/17/2016,Yes,No,No
No,Employed Part Time,4/17/2017,Yes,No,No
No,Employed Full Time,8/1/2013,Yes,No,No
No,Employed Full Time,4/25/2005,Yes,No,No
No,Employed Full Time,9/5/2007,Yes,No,No
No,Employed Full Time,7/31/2017,Yes,No,No
No,Employed Part Time,9/1/2017,No,No,No
Yes,Employed Full Time,10/25/2017,Yes,No,No
No,Employed Full Time,2/28/2017,Yes,No,No
No,Employed Full Time,1/14/2016,Yes,No,No
Yes,Employed Full Time,12/28/2017,No,No,No
No,Not employed,,No,No,No
No,Employed Full Time,11/14/2016,Yes,No,No
 ,Employed Full Time,12/27/2015,,Yes,Yes
Yes,Employed Part Time,6/21/2014,,,
Yes,Employed Part Time,9/11/2017,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Part Time,6/6/2014,,No,No
Yes,Employed Part Time,4/1/2013,,Yes,
Yes,Employed Full Time,4/30/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,9/11/2017,,Yes,Yes
Yes,Employed Full Time,9/14/2017,,,
Yes,Employed Full Time,9/9/2017,,Yes,Yes
 ,Employed Full Time,2/8/2016,,Yes,Yes
Yes,Employed Full Time,11/7/2016,,Yes,Yes
 ,Employed Part Time,4/10/2017,,,
Yes,Employed Part Time,9/11/2017,,Yes,Yes
Yes,Employed Full Time,12/7/2016,,Yes,Yes
Yes,Employed Full Time,3/27/2017,,Yes,Yes
Yes,Employed Full Time,6/5/2017,,Yes,Yes
Yes,Employed Full Time,9/25/2017,,Yes,Yes
Yes,Employed Full Time,9/16/2016,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,12/2/2016,,Yes,Yes
Yes,Employed Full Time,5/30/2017,,Yes,Yes
Yes,Employed Full Time,11/27/2017,,,
Yes,Employed Full Time,8/15/2016,,Yes,Yes
Yes,Employed Full Time,10/1/2013,,Yes,Yes
Yes,Employed Full Time,8/5/2016,,Yes,Yes
Yes,Employed Full Time,6/27/2016,,Yes,Yes
Yes,Employed Part Time,3/17/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,8/1/2013,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Full Time,7/11/2016,,Yes,Yes
Yes,Employed Full Time,7/25/2016,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,3/30/2017,,Yes,Yes
Yes,Employed Part Time,3/27/2017,,Yes,Yes
Yes,Employed Full Time,12/28/2016,,Yes,Yes
Yes,Employed Full Time,8/12/2016,,Yes,Yes
 ,Employed Part Time,5/1/2013,,Yes,Yes
Yes,Employed Full Time,10/15/2016,,Yes,Yes
Yes,Employed Full Time,10/17/2016,,Yes,Yes
Yes,Employed Full Time,2/21/2017,,Yes,Yes
Yes,Employed Full Time,7/5/2017,,No,Yes
Yes,Employed Full Time,10/24/2016,,Yes,Yes
Yes,Employed Full Time,6/26/2017,,No,Yes
3,Not employed,,,No,Yes
Yes,Employed Full Time,1/2/2017,,Yes,Yes
Yes,Employed Full Time,2/20/2017,,Yes,Yes
Yes,Employed Part Time,12/12/2016,,Yes,Yes
Yes,Employed Full Time,10/10/2016,,Yes,Yes
Yes,Employed Full Time,9/19/2016,,Yes,Yes
Yes,Employed Full Time,10/3/2017,,Yes,Yes
 ,Employed Full Time,4/20/2017,,,
Yes,Employed Part Time,9/1/2008,,Yes,Yes
Yes,Employed Full Time,11/21/2016,,Yes,Yes
 ,Employed Full Time,12/13/2016,,,
Yes,Employed Full Time,5/9/2017,,Yes,Yes
 ,Employed Full Time,7/1/2016,,Yes,Yes
Yes,Employed Full Time,2/15/2017,,Yes,Yes
 ,Employed Full Time,1/5/2017,,,
 ,Employed Part Time,1/9/2017,,,
 ,Employed Full Time,4/7/2017,,,
Yes,Employed Part Time,10/1/2016,,Yes,Yes
Yes,Employed Full Time,4/17/2017,,Yes,Yes
Yes,Employed Full Time,4/25/2017,,Yes,Yes
Yes,Employed Full Time,7/10/2017,,Yes,Yes
Yes,Employed Full Time,2/20/2017,,Yes,Yes
Yes,Employed Full Time,5/22/2017,,Yes,Yes
Yes,Employed Full Time,4/3/2017,,Yes,Yes
Yes,Employed Full Time,11/14/2016,,Yes,Yes
Yes,Employed Full Time,4/3/2017,,Yes,Yes
Yes,Employed Full Time,6/19/2017,,Yes,Yes
Yes,Employed Full Time,4/22/2017,,Yes,Yes
 ,Not employed,,,Yes,Yes
Yes,Employed Full Time,6/2/2017,,Yes,Yes
Yes,Employed Full Time,4/17/2017,,Yes,Yes
Yes,Employed Full Time,9/18/2017,,Yes,Yes
Yes,Employed Part Time,3/20/2017,,,
Yes,Employed Full Time,4/25/2017,,Yes,Yes
Yes,Employed Full Time,6/6/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
 ,Employed Part Time,1/9/2017,,,
Yes,Employed Full Time,3/21/2017,,Yes,Yes
Yes,Employed Full Time,9/13/2017,,Yes,Yes
Yes,Employed Full Time,4/4/2017,,Yes,Yes
Yes,Employed Part Time,8/1/2017,,Yes,Yes
Yes,Employed Full Time,6/12/2017,,Yes,Yes
Yes,Employed Full Time,12/8/2017,,Yes,Yes
Yes,Employed Full Time,8/2/2015,,Yes,Yes
Yes,Employed Full Time,4/11/2017,,Yes,Yes
Yes,Employed Full Time,7/31/2017,,Yes,Yes
Yes,Employed Full Time,6/21/2017,,Yes,Yes
Yes,Employed Full Time,6/20/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,12/5/2016,,Yes,Yes
Yes,Employed Full Time,7/10/2017,,Yes,Yes
Yes,Employed Full Time,6/18/2017,,Yes,Yes
Yes,Employed Full Time,6/21/2017,,Yes,Yes
Yes,Employed Full Time,2/27/2017,,Yes,Yes
Yes,Employed Full Time,11/28/2017,,Yes,Yes
Yes,Employed Full Time,1/23/2017,,Yes,Yes
Yes,Employed Full Time,1/24/2017,,Yes,Yes
Yes,Employed Full Time,7/31/2017,,Yes,Yes
Yes,Employed Full Time,8/14/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,7/24/2017,,Yes,Yes
Yes,Employed Full Time,6/21/2017,,Yes,Yes
 ,Employed Full Time,7/24/2017,,,
Yes,Employed Full Time,11/15/2017,,Yes,Yes
Yes,Employed Full Time,5/1/2016,,Yes,
Yes,Employed Full Time,10/20/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,7/31/2017,,Yes,No
Yes,Employed Full Time,6/19/2017,,,
Yes,Employed Full Time,5/8/2017,,,
Yes,Employed Full Time,12/6/2016,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Part Time,8/5/2017,,Yes,
Yes,Employed Full Time,10/16/2017,,Yes,Yes
Yes,Employed Full Time,3/13/2017,,Yes,Yes
Yes,Employed Full Time,10/26/2017,,Yes,Yes
Yes,Employed Full Time,8/10/2017,,Yes,Yes
Yes,Employed Full Time,8/14/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Part Time,3/17/2012,,Yes,Yes
Yes,Employed Full Time,10/9/2017,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Full Time,8/11/2017,,Yes,Yes
Yes,Employed Full Time,1/8/2018,,Yes,Yes
Yes,Employed Full Time,1/9/2018,,Yes,Yes
Yes,Employed Full Time,11/25/2013,,Yes,Yes
Yes,Employed Full Time,10/23/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,11/13/2017,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,11/11/2016,,Yes,Yes
Yes,Employed Full Time,6/20/2015,,Yes,Yes
Yes,Employed Part Time,2/4/2017,,Yes,Yes
Yes,Employed Full Time,1/2/2016,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Employed Part Time,8/10/2017,,Yes,
Yes,Employed Full Time,9/25/2017,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Part Time,7/3/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,Yes,Yes
Yes,Employed Full Time,11/29/2017,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Full Time,11/13/2017,,Yes,Yes
Yes,Employed Full Time,11/14/2017,,,
Yes,Employed Full Time,10/16/2017,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Employed Full Time,7/31/2017,,Yes,
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Not employed,,,Yes,
Yes,Not employed,,,Yes,
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Part Time,8/10/2017,,Yes,
Yes,Employed Part Time,9/7/2017,,Yes,
Yes,Employed Part Time,9/9/2016,,,
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Employed Full Time,9/13/2017,,Yes,Yes
Yes,Employed Full Time,8/22/2017,,Yes,
Yes,Employed Part Time,1/31/2017,,Yes,
Yes,Employed Full Time,8/10/2017,,Yes,
Yes,Employed Part Time,8/10/2017,,Yes,
Yes,Not employed,,,,
Yes,Employed Full Time,1/2/2018,,Yes,Yes
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Employed Full Time,1/2/2018,,,
Yes,Employed Full Time,8/1/2000,,Yes,
Yes,Employed Part Time,3/25/2015,,Yes,
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Employed Part Time,8/1/2005,,Yes,
Yes,Employed Full Time,10/1/2017,,Yes,
Yes,Not employed,,,,
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Not employed,,,Yes,
Yes,Employed Part Time,9/18/2017,,No,
Yes,Not employed,,,,
Yes,Employed Full Time,10/25/2017,,Yes,
Yes,Not employed,,,,
Yes,Employed Part Time,9/1/2016,,,
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,11/10/2017,,,
Yes,Not employed,,,Yes,
Yes,Not employed,,,,
Yes,Employed Part Time,4/16/2005,,,
Yes,Employed Full Time,5/1/2016,,Yes,
Yes,Employed Full Time,6/18/2015,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Part Time,7/31/2017,,Yes,
Yes,Not employed,,,,
Yes,Employed Part Time,7/1/2017,,,
Yes,Employed Full Time,12/18/2017,,,
Yes,Not employed,,,,
Yes,Not employed,,,,
Yes,Employed Full Time,7/24/2017,Yes,,
Yes,Employed Full Time,5/15/2017,Yes,,
Yes,Employed Full Time,2/14/2017,Yes,,
Yes,Employed Full Time,5/22/2017,Yes,Yes,Yes
Yes,Employed Full Time,3/20/2017,Yes,,
Yes,Employed Full Time,3/6/2017,Yes,Yes,Yes
Yes,Employed Full Time,8/1/2014,Yes,,
Yes,Employed Full Time,3/1/2015,Yes,,
Yes,Not employed,,,,
Yes,Employed Full Time,9/8/2017,Yes,,
Yes,Employed Full Time,7/5/2017,Yes,,
Yes,Employed Full Time,4/17/2017,Yes,Yes,Yes
Yes,Employed Full Time,7/31/2017,Yes,,
Yes,Employed Full Time,3/20/2017,Yes,,
Yes,Employed Full Time,4/29/2016,Yes,,
Yes,Not employed,,,Yes,Yes
Yes,Not employed,,,,
Yes,Employed Full Time,8/1/2017,Yes,,
Yes,Employed Full Time,11/1/2016,Yes,,
Yes,Employed Full Time,9/29/2015,Yes,,
Yes,Employed Full Time,11/1/2016,Yes,,
Yes,Not employed,,,,
Yes,Employed Full Time,10/31/2017,Yes,,
