,AccessEmployment,EmploymentStatus,EmploymentStartDate,EmploymentRetention,JobTrainingEnrolled,JobTrainingCompleted
14765,No,Not employed,,,No,No
14766,No,Employed Full Time,4/10/2017,Yes,No,No
14767,No,Employed Part Time,6/7/2017,Yes,No,No
14768,No,Not employed,,,No,No
14769,Yes,Not employed,,,Yes,No
14770,Yes,Employed Part Time,7/10/2017,Yes,Yes,No
14771,Yes,Not employed,,,Yes,Yes
14772,Yes,Employed Full Time,9/1/2017,No,Yes,Yes
14773,Yes,Employed Full Time,6/27/2017,Yes,No,No
14774,Yes,Not employed,,,Yes,Yes
14775,Yes,Employed Full Time,7/4/2017,No,Yes,Yes
14776,Yes,Employed Part Time,6/27/2017,Yes,Yes,Yes
14777,Yes,Not employed,,,Yes,Yes
14778,No,Not employed,,,No,No
14779,Yes,Employed Full Time,6/2/2017,Yes,No,No
14780,Yes,Employed Part Time,7/4/2017,No,Yes,No
14781,Yes,Employed Part Time,3/1/2017,Yes,Yes,Yes
14782,Yes,Not employed,,,No,No
14783,Yes,Not employed,,,No,No
14784,Yes,Not employed,,,No,No
14785,Yes,Employed Full Time,9/28/2017,No,Yes,Yes
14786,Yes,Employed Full Time,7/13/2017,No,Yes,Yes
14787,Yes,Employed Part Time,9/25/2017,No,Yes,Yes
14788,No,Not employed,,,Yes,Yes
14789,Yes,Employed Full Time,9/22/2017,No,No,No
14790,Yes,Employed Full Time,9/27/2017,No,Yes,Yes
14791,Yes,Employed Part Time,7/24/2017,No,Yes,Yes
14792,Yes,Employed Part Time,8/7/2017,No,Yes,Yes
14793,Yes,Employed Full Time,6/1/2017,Yes,Yes,Yes
14794,Yes,Not employed,,,Yes,Yes
14795,Yes,Employed Full Time,9/29/2017,No,Yes,Yes
14796,Yes,Not employed,,,Yes,Yes
14797,Yes,Not employed,,,Yes,Yes
14798,Yes,Employed Part Time,7/17/2017,No,No,No
14799,Yes,Not employed,,,Yes,Yes
14800,Yes,Not employed,,,Yes,Yes
14801,Yes,Employed Full Time,9/12/2017,No,Yes,No
14802,Yes,Not employed,,,Yes,Yes
14803,Yes,Not employed,,,Yes,Yes
14804,Yes,Employed Part Time,9/15/2017,No,Yes,No
14805,Yes,Not employed,,,Yes,Yes
14806,Yes,Not employed,,,Yes,No
14807,Yes,Employed Full Time,9/8/2017,No,Yes,No
14808,No,Not employed,,,Yes,Yes
14809,Yes,Not employed,,,Yes,No
14810,Yes,Employed Full Time,9/11/2017,No,Yes,No
14811,Yes,Not employed,,,Yes,No
14812,Yes,Not employed,,,No,No
14813,Yes,Not employed,,,Yes,No
14814,No,Not employed,,,Yes,No
14815,Yes,Not employed,,,Yes,No
14816,Yes,Not employed,,,Yes,No
14817,No,Not employed,,,Yes,No
14818,Yes,Not employed,,,No,No
14819,Yes,Employed Part Time,9/12/2017,No,No,No
14820,Yes,Not employed,,,No,No
14821,Yes,Not employed,,,,
14822,Yes,Employed Full Time,5/4/2016,,,
14823,Yes,Employed Full Time,9/28/2017,,,
14824,Yes,Employed Full Time,8/21/2017,,,
14825,Yes,Employed Full Time,8/28/2017,,,
14826,Yes,Employed Full Time,1/1/2017,,,
14827,Yes,Not employed,,,,
14828,,Not employed,,,,
14829,Yes,Not employed,,,,
14830,Yes,Employed Full Time,8/17/2017,,,
14831,Yes,Employed Full Time,9/4/2017,,,
14832,Yes,Not employed,,,,
14833,,Employed Full Time,9/1/2015,,,
14834,Yes,Employed Full Time,10/15/2015,,,
14835,,Employed Full Time,2/1/2011,,,
14836,Yes,Not employed,,,,
14837,Yes,Employed Part Time,1/1/2016,,,
14838,Yes,Employed Part Time,1/1/2017,,,
14839,Yes,Not employed,,,,
14840,Yes,Employed Full Time,2/1/2015,,,
14841,Yes,Not employed,,,,
14842,,Not employed,,,,
14843,,Not employed,,,,
14844,Yes,Not employed,,,,
14845,Yes,Employed Full Time,4/29/2017,,,
14846,Yes,Not employed,,,,
14847,Yes,Employed Full Time,6/16/2009,,,
14848,Yes,Employed Full Time,5/31/2017,,,
14849,Yes,Employed Full Time,11/13/2015,,,
14850,,Employed Full Time,2/1/2017,,,
14851,Yes,Employed Full Time,7/7/2017,,,
14852,,Not employed,,,,
14853,,Not employed,,,,
14854,Yes,Not employed,,,,
14855,Yes,Not employed,,,,
14856,Yes,Employed Full Time,8/15/2017,,,
14857,Yes,Employed Full Time,2/1/2017,,,
14858,Yes,Not employed,,,,
14859,Yes,Not employed,,,,
14860,Yes,Employed Full Time,7/3/2017,,,
14861,Yes,Employed Full Time,5/8/2016,,,
14862,Yes,Not employed,,,,
14863,Yes,Not employed,,,,
14864,Yes,Not employed,,,,
14865,,Not employed,,,,
14866,,Not employed,,,,
14867,Yes,Employed Full Time,7/18/2017,,,
14868,,Employed Full Time,1/14/2014,,,
14869,,Employed Full Time,1/14/2014,,,
14870,Yes,Employed Full Time,2/5/2017,,,
14871,Yes,Not employed,,,,
14872,Yes,Not employed,,,,
14873,Yes,Not employed,,,,
14874,Yes,Employed Part Time,10/1/2016,,,
14875,Yes,Employed Full Time,5/15/2017,,,
14876,Yes,Not employed,,,,
14877,Yes,Employed Part Time,2/1/2016,,,
14878,Yes,Employed Full Time,7/31/2017,,,
14879,,Employed Part Time,8/21/2017,,,
14880,Yes,Employed Full Time,7/31/2017,,,
14881,Yes,Not employed,,,,
14882,Yes,Not employed,,,,
14883,Yes,Employed Part Time,1/1/2017,,,
14884,Yes,Employed Full Time,7/17/2017,,,
14885,Yes,Employed Full Time,8/21/2017,,,
14886,Yes,Employed Full Time,1/1/2010,,,
14887,Yes,Not employed,,,,
14888,Yes,Employed Full Time,8/16/2017,,,
14889,Yes,Employed Part Time,6/1/2017,,,
14890,Yes,Employed Full Time,8/1/2017,,,
14891,,Employed Part Time,5/15/2017,,,
14892,Yes,Employed Full Time,8/14/2017,,,
14893,Yes,Employed Full Time,9/20/2017,,,
14894,Yes,Not employed,,,,
14895,Yes,Not employed,,,,
14896,Yes,Not employed,,,,
14897,Yes,Not employed,,,,
14898,Yes,Employed Full Time,7/31/2017,,,
14899,Yes,Employed Full Time,7/19/2017,,,
14900,Yes,Not employed,,,,
14901,Yes,Employed Part Time,6/12/2017,,,
14902,Yes,Employed Full Time,8/12/2017,,,
14903,Yes,Employed Part Time,6/12/2017,,,
14904,Yes,Not employed,,,,
14905,Yes,Not employed,,,,
14906,Yes,Not employed,,,,
14907,Yes,Not employed,,,,
14908,Yes,Not employed,,,,
14909,Yes,Not employed,,,,
14910,Yes,Not employed,,,,
14911,Yes,Employed Part Time,4/3/2017,,,
14912,Yes,Not employed,,,,
14913,Yes,Not employed,,,,
14914,,Employed Full Time,9/1/2017,,,
14915,,Not employed,,,,
14916,Yes,Not employed,,,,
14917,Yes,Employed Full Time,9/13/2017,,,
14918,Yes,Not employed,,,,
14919,Yes,Not employed,,,,
14920,Yes,Employed Full Time,1/1/1989,,,
14921,Yes,Not employed,,,,
14922,Yes,Employed Full Time,7/17/2017,,,
14923,Yes,Employed Part Time,4/1/2016,,,
14924,Yes,Employed Part Time,8/1/2015,,,
14925,Yes,Employed Part Time,8/14/2017,,,
14926,Yes,Employed Part Time,1/2/2017,,,
14927,Yes,Not employed,,,,
14928,Yes,Employed Full Time,4/13/2013,,,
14929,Yes,Not employed,,,,
14930,Yes,Employed Full Time,8/21/2017,,,
14931,Yes,Not employed,,,,
14932,Yes,Not employed,,,,
14933,Yes,Employed Part Time,1/19/2017,,,
14934,Yes,Not employed,,,,
14935,Yes,Employed Full Time,8/24/2017,,,
14936,Yes,Not employed,,,,
14937,,Employed Full Time,1/1/2015,,,
14938,Yes,Not employed,,,,
14939,Yes,Not employed,,,,
14940,Yes,Not employed,,,,
14941,Yes,Employed Full Time,1/2/2017,,,
14942,Yes,Employed Full Time,9/18/2017,,,
14943,Yes,Not employed,,,,
14944,Yes,Not employed,,,,
14945,Yes,Not employed,,,,
14946,Yes,Employed Full Time,7/25/2017,,,
14947,Yes,Employed Full Time,10/1/2015,,,
14948,Yes,Not employed,,,,
14949,Yes,Employed Full Time,9/18/2017,,,
14950,Yes,Not employed,,,,
14951,Yes,Employed Part Time,8/31/2017,,,
14952,Yes,Not employed,,,,
14953,Yes,Employed Full Time,7/31/2017,,,
14954,,Employed Full Time,11/15/2016,,,
14955,,Not employed,,,,
14956,Yes,Not employed,,,,
14957,Yes,Not employed,,,,
14958,Yes,Employed Part Time,2/15/2017,,,
14959,Yes,Not employed,,,,
14960,Yes,Not employed,,,,
14961,Yes,Employed Full Time,8/31/2017,,,
14962,Yes,Employed Full Time,8/28/2017,,,
14963,,Not employed,,,,
14964,Yes,Not employed,,,,
14965,Yes,Employed Full Time,8/3/2015,,,
14966,Yes,Not employed,,,,
14967,Yes,Not employed,,,,
14968,Yes,Employed Full Time,8/7/2017,,,
14969,Yes,Not employed,,,,
14970,Yes,Not employed,,,,
14971,Yes,Not employed,,,,
14972,Yes,Employed Full Time,9/18/2017,,,
14973,Yes,Employed Full Time,3/1/2015,,,
14974,Yes,Employed Full Time,9/11/2017,,,
14975,,Not employed,,,,
14976,Yes,Employed Full Time,1/1/2017,,,
14977,,Not employed,,,,
14978,Yes,Not employed,,,,
14979,Yes,Employed Full Time,8/30/2017,,,
14980,Yes,Employed Full Time,4/1/2017,,,
14981,Yes,Not employed,,,,
14982,Yes,Employed Full Time,8/21/2017,,,
14983,Yes,Employed Part Time,8/1/2015,,,
14984,Yes,Not employed,,,,
14985,Yes,Not employed,,,,
14986,Yes,Employed Full Time,1/25/2017,,,
14987,Yes,Employed Full Time,8/25/2017,,,
14988,Yes,Not employed,,,,
14989,Yes,Not employed,,,,
14990,Yes,Not employed,,,,
14991,Yes,Employed Part Time,1/1/2017,,,
14992,Yes,Employed Full Time,8/1/2014,,,
14993,Yes,Not employed,,,,
14994,Yes,Not employed,,,,
14995,Yes,Employed Part Time,5/1/2017,,,
14996,Yes,Not employed,,,,
14997,Yes,Employed Part Time,10/1/2005,,,
14998,Yes,Not employed,,,,
14999,Yes,Employed Full Time,10/2/2017,,,
15000,Yes,Not employed,,,,
15001,Yes,Not employed,,,,
15002,Yes,Not employed,,,,
15003,,Employed Full Time,10/31/2017,,,
15004,Yes,Not employed,,,,
15005,Yes,Not employed,,,,
15006,Yes,Not employed,,,,
15007,Yes,Employed Part Time,2/1/2017,,,
15008,Yes,Not employed,,,,
15009,Yes,Not employed,,,,
15010,Yes,Not employed,,,,
15011,,Not employed,,,,
15012,Yes,Not employed,,,,
15013,,Not employed,,,,
15014,Yes,Employed Part Time,8/1/2017,,,
15015,Yes,Employed Part Time,5/1/2013,,,
15016,Yes,Employed Full Time,1/1/2017,,,
15017,Yes,Employed Full Time,9/11/2017,,,
15018,No,Employed Part Time,10/16/2016,Yes,No,No
15019,No,Not employed,,No,No,No
15020,No,Employed Part Time,1/30/2014,Yes,No,No
15021,No,Employed Full Time,8/31/2015,Yes,No,No
15022,No,Employed Full Time,3/20/2015,Yes,No,No
15023,No,Employed Full Time,5/30/2017,Yes,No,No
15024,No,Employed Full Time,2/1/2015,Yes,No,No
15025,No,Employed Full Time,3/4/2010,Yes,No,No
15026,No,Employed Full Time,2/15/2016,Yes,No,No
15027,No,Employed Full Time,9/4/2010,Yes,No,No
15028,Yes,Not employed,,No,Yes,Yes
15029,No,Employed Full Time,8/30/2017,Yes,Yes,No
15030,No,Not employed,,No,No,No
15031,No,Not employed,,No,No,No
15032,No,Employed Part Time,3/5/2014,Yes,No,No
15033,Yes,Employed Full Time,10/2/2017,No,No,No
15034,No,Employed Full Time,4/12/2017,Yes,Yes,Yes
15035,Yes,Employed Full Time,7/28/2017,Yes,No,No
15036,No,Employed Full Time,2/22/2016,Yes,No,No
15037,No,Employed Part Time,2/9/2017,Yes,No,No
15038,No,Employed Full Time,5/31/2016,Yes,No,No
15039,No,Employed Full Time,8/1/2016,Yes,No,No
15040,No,Not employed,,No,Yes,No
15041,No,Not employed,,No,No,No
15042,No,Employed Full Time,8/11/2001,Yes,No,No
15043,No,Employed Full Time,9/1/2007,Yes,No,No
15044,No,Employed Full Time,9/1/2010,Yes,No,No
15045,Yes,Employed Full Time,10/1/2016,Yes,No,No
15046,No,Employed Part Time,8/3/2015,Yes,No,No
15047,No,Employed Full Time,11/1/2016,Yes,No,No
15048,Yes,Not employed,,No,No,No
15049,No,Employed Full Time,3/1/2003,Yes,No,No
15050,Yes,Employed Part Time,12/1/2016,Yes,No,No
15051,No,Not employed,,No,No,No
15052,No,Not employed,,No,Yes,No
15053,No,Employed Full Time,5/23/2016,Yes,No,No
15054,No,Employed Part Time,8/1/2015,Yes,No,No
15055,No,Employed Full Time,5/1/2016,Yes,No,No
15056,Yes,Employed Part Time,9/19/2017,Yes,No,No
15057,No,Employed Full Time,10/25/2016,Yes,No,No
15058,Yes,Employed Full Time,7/26/2017,Yes,No,No
15059,No,Employed Full Time,6/1/2014,Yes,No,No
15060,No,Employed Full Time,10/15/2016,Yes,No,No
15061,No,Employed Part Time,2/1/2017,Yes,No,No
15062,No,Employed Full Time,8/25/2017,No,No,No
15063,No,Employed Full Time,3/11/2012,Yes,No,No
15064,No,Not employed,,No,No,No
15065,No,Not employed,,No,No,No
15066,No,Employed Full Time,1/12/2004,Yes,No,No
15067,No,Employed Full Time,1/16/2017,Yes,No,No
15068,No,Employed Part Time,2/28/2017,Yes,No,No
15069,No,Employed Part Time,5/10/2016,Yes,No,No
15070,No,Employed Full Time,3/6/2017,Yes,Yes,No
15071,Yes,Employed Full Time,10/3/2016,Yes,No,No
15072,No,Employed Full Time,9/12/2016,Yes,Yes,No
15073,No,Employed Full Time,4/5/2015,Yes,No,No
15074,No,Not employed,,No,No,No
15075,No,Employed Part Time,11/1/2015,Yes,No,No
15076,No,Not employed,,No,No,No
15077,No,Employed Full Time,5/16/2017,Yes,No,No
15078,No,Employed Full Time,8/7/2017,Yes,Yes,Yes
15079,No,Employed Full Time,10/10/2013,Yes,No,No
15080,No,Employed Full Time,2/25/2005,Yes,No,No
15081,No,Employed Part Time,6/18/2016,Yes,No,No
15082,No,Employed Full Time,8/26/2016,Yes,No,No
15083,No,Employed Full Time,6/10/2016,Yes,No,No
15084,No,Employed Full Time,9/16/2002,Yes,No,No
15085,No,Employed Full Time,2/16/2017,Yes,No,No
15086,Yes,Employed Full Time,11/14/2016,Yes,No,No
15087,No,Employed Full Time,8/22/2015,Yes,No,No
15088,No,Employed Full Time,8/4/2015,Yes,No,No
15089,No,Employed Full Time,6/1/2016,Yes,No,No
15090,No,Employed Full Time,6/1/2013,Yes,No,No
15091,No,Employed Full Time,8/29/2016,Yes,No,No
15092,Yes,Employed Full Time,10/23/2017,No,No,No
15093,No,Employed Part Time,7/1/2015,Yes,No,No
15094,No,Employed Full Time,8/15/2015,Yes,No,No
15095,No,Employed Full Time,9/1/2012,Yes,No,No
15096,Yes,Employed Full Time,10/3/2016,Yes,No,No
15097,No,Employed Part Time,9/1/2016,Yes,No,No
15098,No,Employed Full Time,10/17/2016,Yes,No,No
15099,No,Employed Part Time,4/17/2017,Yes,No,No
15100,No,Employed Full Time,8/1/2015,Yes,No,No
15101,No,Employed Part Time,9/5/2007,Yes,No,No
15102,No,Employed Full Time,7/31/2017,No,No,No
15103,No,Employed Full Time,8/22/2016,Yes,No,No
15104,No,Employed Full Time,5/11/2016,Yes,No,No
15105,No,Employed Full Time,2/28/2017,Yes,No,No
15106,Yes,Employed Full Time,1/14/2016,Yes,No,No
15107,No,Employed Full Time,11/14/2016,Yes,No,No
15108,No,Not employed,,No,No,No
15109,Yes,Employed Full Time,12/27/2015,,Yes,Yes
15110,Yes,Employed Part Time,9/11/2017,,Yes,Yes
15111,Yes,Employed Full Time,4/1/2016,,Yes,Yes
15112,Yes,Not employed,,,,
15113,Yes,Employed Part Time,4/1/2013,,Yes,
15114,Yes,Not employed,,,Yes,
15115,Yes,Not employed,,,,
15116,Yes,Employed Full Time,9/11/2017,,Yes,Yes
15117,Yes,Employed Full Time,9/23/2017,,,
15118,Yes,Employed Full Time,11/9/2015,,,
15119, ,Employed Part Time,3/1/2015,,Yes,Yes
15120,Yes,Employed Full Time,9/14/2017,,,
15121,Yes,Employed Full Time,11/7/2016,,Yes,Yes
15122, ,Employed Part Time,4/10/2017,,,
15123,Yes,Employed Part Time,9/11/2017,,Yes,Yes
15124,Yes,Employed Full Time,12/7/2016,,Yes,Yes
15125,Yes,Not employed,,,Yes,Yes
15126,Yes,Employed Full Time,9/16/2016,,Yes,Yes
15127,Yes,Employed Full Time,7/20/2016,,Yes,Yes
15128,Yes,Not employed,,,Yes,Yes
15129,Yes,Employed Full Time,12/2/2016,,Yes,Yes
15130,Yes,Employed Full Time,5/30/2017,,Yes,Yes
15131,Yes,Employed Full Time,8/15/2016,,Yes,Yes
15132, ,Not employed,,,Yes,Yes
15133,Yes,Not employed,,,Yes,Yes
15134,Yes,Employed Part Time,3/17/2017,,Yes,Yes
15135,Yes,Not employed,,,Yes,
15136,Yes,Employed Full Time,7/11/2016,,Yes,Yes
15137,Yes,Employed Full Time,7/25/2016,,Yes,Yes
15138,Yes,Not employed,,,,
15139,Yes,Employed Part Time,3/27/2017,,Yes,Yes
15140,Yes,Employed Full Time,12/28/2016,,Yes,Yes
15141, ,Employed Full Time,8/12/2016,,Yes,Yes
15142, ,Not employed,,,Yes,Yes
15143,Yes,Employed Full Time,10/15/2016,,Yes,Yes
15144,Yes,Employed Full Time,10/17/2016,,Yes,Yes
15145,Yes,Employed Full Time,2/21/2017,,Yes,Yes
15146,Yes,Employed Full Time,7/5/2017,,No,Yes
15147,Yes,Not employed,,,Yes,Yes
15148,Yes,Employed Full Time,10/24/2016,,Yes,Yes
15149,Yes,Employed Part Time,7/27/2017,,,
15150,Yes,Not employed,4/10/2017,,No,Yes
15151,Yes,Employed Full Time,1/2/2017,,Yes,Yes
15152,Yes,Employed Full Time,2/20/2017,,Yes,Yes
15153,Yes,Employed Part Time,12/12/2016,,Yes,Yes
15154, ,Employed Full Time,10/10/2016,,Yes,Yes
15155,Yes,Employed Full Time,9/19/2016,,Yes,Yes
15156,Yes,Employed Full Time,10/3/2017,,Yes,Yes
15157, ,Employed Full Time,4/20/2017,,,
15158,Yes,Employed Full Time,11/21/2016,,Yes,Yes
15159, ,Employed Full Time,12/13/2016,,,
15160,Yes,Employed Full Time,5/9/2017,,Yes,Yes
15161,Yes,Not employed,,,,
15162,Yes,Employed Full Time,2/15/2017,,Yes,Yes
15163,Yes,Not employed,,,,
15164, ,Employed Full Time,1/5/2017,,,
15165, ,Employed Part Time,1/9/2017,,,
15166, ,Employed Full Time,4/7/2017,,,
15167, ,Employed Part Time,10/1/2016,,Yes,Yes
15168,Yes,Employed Full Time,4/25/2017,,Yes,Yes
15169,Yes,Employed Full Time,7/10/2017,,Yes,Yes
15170,Yes,Not employed,,,Yes,Yes
15171,Yes,Not employed,,,,
15172,Yes,Employed Full Time,6/6/2017,,Yes,Yes
15173,Yes,Not employed,,,Yes,Yes
15174, ,Employed Part Time,1/9/2017,,,
15175,Yes,Employed Part Time,8/1/2017,,Yes,Yes
15176,Yes,Not employed,,,,
15177,Yes,Employed Full Time,9/9/2017,,Yes,Yes
15178,Yes,Not employed,,,Yes,
15179,Yes,Not employed,,,Yes,Yes
15180,Yes,Employed Full Time,7/31/2017,,Yes,Yes
15181,Yes,Employed Full Time,6/21/2017,,Yes,Yes
15182,Yes,Employed Full Time,6/20/2017,,Yes,Yes
15183,Yes,Employed Full Time,3/20/2017,,,
15184,Yes,Not employed,,,Yes,Yes
15185,Yes,Employed Full Time,7/10/2017,,Yes,Yes
15186,Yes,Not employed,,,,
15187,Yes,Employed Full Time,6/18/2017,,Yes,Yes
15188,Yes,Employed Full Time,6/21/2017,,Yes,Yes
15189,Yes,Employed Full Time,7/31/2017,,Yes,Yes
15190,Yes,Employed Full Time,8/14/2017,,Yes,Yes
15191,Yes,Employed Full Time,6/21/2017,,Yes,Yes
15192,Yes,Not employed,,,Yes,Yes
15193,Yes,Not employed,,,Yes,
15194,Yes,Not employed,,,,
15195,Yes,Not employed,,,Yes,Yes
15196,Yes,Not employed,,,Yes,
15197,Yes,Employed Full Time,7/31/2017,,Yes,Yes
15198,Yes,Not employed,,,,
15199,Yes,Not employed,,,,
15200,Yes,Not employed,,,,
15201,Yes,Not employed,,,,
15202,Yes,Employed Full Time,12/6/2016,,Yes,
15203,Yes,Not employed,,,Yes,
15204,Yes,Not employed,,,Yes,
15205, ,Employed Part Time,8/5/2017,,Yes,
15206,Yes,Employed Part Time,1/2/2017,,Yes,
15207,Yes,Employed Full Time,10/26/2017,,Yes,Yes
15208,Yes,Employed Full Time,8/10/2017,,Yes,Yes
15209,Yes,Employed Full Time,8/14/2017,,Yes,Yes
15210,Yes,Not employed,,,Yes,Yes
15211,Yes,Not employed,,,Yes,
15212,Yes,Not employed,,,Yes,
15213,Yes,Employed Part Time,9/5/2016,,Yes,
15214,Yes,Not employed,,,Yes,Yes
15215,Yes,Not employed,,,Yes,
15216,Yes,Not employed,,,,
15217,Yes,Not employed,,,,
15218,Yes,Employed Full Time,7/10/2017,,Yes,Yes
15219,Yes,Not employed,,,,
15220,Yes,Not employed,,,,
15221,Yes,Employed Full Time,8/1/2006,,,
15222,Yes,Employed Part Time,2/4/2017,,Yes,Yes
15223,Yes,Employed Full Time,7/10/2017,,Yes,Yes
15224,Yes,Not employed,,,Yes,
15225,Yes,Not employed,,,,
15226,Yes,Not employed,,,,
15227,Yes,Not employed,,,,
15228,Yes,Employed Full Time,10/24/2016,,,
15229,Yes,Employed Part Time,10/24/2016,,,
15230,Yes,Not employed,,,,
15231,Yes,Employed Full Time,9/25/2017,,Yes,Yes
15232,Yes,Not employed,,,,
15233,Yes,Not employed,,,,
15234,Yes,Not employed,,,,
15235,Yes,Not employed,,,,
15236,Yes,Not employed,,,,
15237,Yes,Not employed,,,Yes,
15238,Yes,Employed Part Time,7/3/2017,,,
15239,Yes,Employed Part Time,5/2/2016,,,
15240,Yes,Not employed,,,,
15241,Yes,Not employed,,,,
15242,Yes,Not employed,,,,
15243,Yes,Not employed,,,,
15244,Yes,Not employed,,,,
15245,Yes,Employed Part Time,7/3/2017,,,
15246,Yes,Employed Part Time,3/1/2013,,Yes,
15247,Yes,Not employed,,,Yes,
15248,Yes,Employed Full Time,5/21/2017,,Yes,
15249,Yes,Employed Full Time,4/12/2012,,,
15250,Yes,Employed Full Time,10/16/2017,,Yes,Yes
15251,Yes,Not employed,,,Yes,
15252,Yes,Not employed,,,,
15253,Yes,Not employed,,,,
15254,Yes,Not employed,,,,
15255,Yes,Not employed,,,Yes,Yes
15256,Yes,Not employed,,,,
15257,Yes,Employed Full Time,12/1/2014,,,
15258,Yes,Employed Part Time,1/1/2010,,,
15259,Yes,Employed Part Time,7/25/2017,,Yes,
15260,Yes,Not employed,,,,
15261,Yes,Not employed,,,,
15262,Yes,Employed Full Time,10/1/2017,,,
15263,Yes,Not employed,,,Yes,
15264,Yes,Not employed,,,,
15265,Yes,Not employed,,,,
15266,Yes,Not employed,,,,
15267,Yes,Not employed,,,,
15268,Yes,Not employed,,,,
15269,Yes,Not employed,,,Yes,
15270,Yes,Not employed,,,,
15271,Yes,Employed Part Time,8/1/2013,,,
15272,Yes,Not employed,,,,
15273,Yes,Not employed,,,,
15274,Yes,Not employed,,,,
15275,Yes,Not employed,,,Yes,
15276,Yes,Not employed,,,,
15277,Yes,Employed Part Time,4/27/2017,,,
15278,Yes,Employed Part Time,10/7/2017,,,
15279,Yes,Not employed,,,,
15280,Yes,Not employed,,,,
15281,Yes,Not employed,,,,
15282,Yes,Employed Full Time,9/13/2017,,Yes,
15283,Yes,Employed Full Time,7/24/2017,Yes,,
15284,Yes,Employed Full Time,5/15/2017,Yes,,
15285,Yes,Employed Full Time,2/14/2017,Yes,,
15286,Yes,Employed Full Time,2/14/2017,Yes,Yes,Yes
15287,Yes,Employed Full Time,5/22/2017,Yes,Yes,Yes
15288,Yes,Employed Full Time,3/20/2017,Yes,,
15289,Yes,Employed Full Time,3/6/2017,Yes,Yes,Yes
15290,Yes,Employed Full Time,8/1/2014,Yes,,
15291,Yes,Employed Full Time,3/1/2015,Yes,,
15292,Yes,Employed Full Time,5/22/2017,Yes,,
15293,Yes,Employed Full Time,9/8/2017,Yes,,
15294,Yes,Employed Full Time,7/5/2017,Yes,,
15295,Yes,Employed Full Time,4/17/2017,Yes,Yes,Yes
15296,Yes,Employed Full Time,7/31/2017,Yes,,
15297,Yes,Employed Full Time,3/20/2017,Yes,,
15298,Yes,Employed Full Time,4/29/2016,Yes,,
15299,Yes,Not employed,,,Yes,Yes
15300,Yes,Employed Full Time,7/31/2017,Yes,,
15301,Yes,Not employed,,,,
15302,Yes,Employed Full Time,8/1/2017,Yes,,
15303,Yes,Employed Full Time,11/1/2016,Yes,,
15304,Yes,Employed Full Time,9/29/2015,Yes,,
